CreditScore,Gender,Age,Tenure,Balance,Num_Of_Products,Has_Credit_Card,Is_Active_Member,Estimated_Salary,high_balance,avg_bal_per_product,high_value_customer,inactive_low_products,Geography_Germany,Geography_Spain,tenure_bucket_2-3,tenure_bucket_4-6,tenure_bucket_7-12,tenure_bucket_>12,Churn
1.0585679962327537,0.9075073760391895,1.7150864751417092,0.6847228671904925,-1.2260588112551243,-0.9102564852985486,0.6410419208351961,-1.0302059992679113,1.0420839163089097,-0.9990004995003746,-1.1065693610898146,1.0072764728326755,1.7205801462309047,False,False,False,False,True,False,1
0.9136260470676537,0.9075073760391895,-0.6599354738591133,-0.6962018035157382,0.41328769048473846,-0.9102564852985486,0.6410419208351961,-1.0302059992679113,-0.6235563523471637,1.0010005005003753,0.6929452369759975,-0.9927760917395272,1.7205801462309047,True,False,True,False,False,False,1
1.079273988970625,-1.1019194184013075,-0.1849310840589488,-1.7318953065454112,0.601687477508064,0.8088303613464911,0.6410419208351961,0.9706796511674592,0.3081277876179915,1.0010005005003753,-0.10340861237096703,1.0072764728326755,-0.5811993136097704,True,False,False,False,False,False,0
-0.9292073066029032,0.9075073760391895,-0.1849310840589488,-0.005739468162622887,-1.2260588112551243,0.8088303613464911,0.6410419208351961,-1.0302059992679113,-0.29019914025725074,-0.9990004995003746,-1.1065693610898146,-0.9927760917395272,-0.5811993136097704,False,False,False,True,False,False,0
0.4270352177276753,0.9075073760391895,0.955079451461446,0.33949169951393476,0.5483183246869626,0.8088303613464911,-1.5599603824616144,0.9706796511674592,0.13504223619953618,1.0010005005003753,-0.1327003360810094,1.0072764728326755,-0.5811993136097704,True,False,False,True,False,False,0
0.08538633755279673,-1.1019194184013075,-0.0899302060989159,1.3751852025436078,-1.2260588112551243,0.8088303613464911,0.6410419208351961,0.9706796511674592,0.5769664039622224,-0.9990004995003746,-1.1065693610898146,1.0072764728326755,-0.5811993136097704,False,False,False,False,True,False,0
1.3588048909318895,0.9075073760391895,-0.46993371793904753,1.3751852025436078,-1.2260588112551243,-0.9102564852985486,0.6410419208351961,-1.0302059992679113,1.4527825105196757,-0.9990004995003746,-1.1065693610898146,1.0072764728326755,1.7205801462309047,False,False,False,False,True,False,1
-1.0845022521369387,0.9075073760391895,-1.4199424975393766,1.0299540348670502,1.2832509502453369,-0.9102564852985486,0.6410419208351961,0.9706796511674592,0.4474014051992643,1.0010005005003753,1.6479059997303123,1.0072764728326755,-0.5811993136097704,False,False,False,False,True,False,0
1.0896269853395608,0.9075073760391895,0.1950724277811828,-1.0414329711922958,0.7714237918457862,0.8088303613464911,-1.5599603824616144,0.9706796511674592,-0.918128276754893,1.0010005005003753,-0.01024863211406357,-0.9927760917395272,-0.5811993136097704,True,False,True,False,False,False,0
0.35456424314512525,0.9075073760391895,-0.46993371793904753,0.33949169951393476,0.11048596853883887,-0.9102564852985486,-1.5599603824616144,-1.0302059992679113,-1.5709946498065963,-0.9990004995003746,0.36055905846962016,-0.9927760917395272,1.7205801462309047,False,True,False,True,False,False,0
